HCPCS_Cd,HCPCS_Desc,Provider_Count,Service_Records,Total_Beneficiaries,Total_Services,Avg_Medicare_Payment,Avg_Submitted_Charge,Avg_Allowed_Amount
36410,Insertion of needle into vein (3 years or older),35,35,1874,3584,10.663403958908571,56.734514203742854,14.451022830734287
J7312,"Injection, dexamethasone, intravitreal implant, 0.1 mg",15,15,244,3564,156.28336808533334,339.584710352,196.269956182
17250,Application of chemical to stop tissue regrowth in wound,43,43,1276,3561,38.16979647648837,179.1017241654186,48.7032233522093
96116,"Exam of neurobehavioral status, first hour",58,58,3060,3557,69.59049703415518,245.84399353344827,90.49834612681035
85060,Blood smear interpretation by physician with written report,80,80,3174,3526,19.106884495225,87.7945773829,24.198202986312502
97018,Application of hot wax bath,20,20,553,3513,3.2977703226050004,32.3600795199,4.21249144587
51784,Non-needle measurement and recording of electrical activity of muscles at bladder and bowel openings,80,80,3300,3504,26.10507923474625,393.287920743,32.861262549337496
63048,"Partial removal of spine bone with release of spinal cord and/or nerves, each additional segment",101,101,2036,3499,95.11414384025743,966.381984360693,119.07540174472277
92960,External shock to heart to regulate heart beat,143,143,3182,3494,83.72400340322378,670.1131697905595,108.104016043014
80178,Lithium level,8,8,2022,3490,6.5235316980625,31.18625209775,6.5235316980625
69100,Biopsy of ear,128,128,3169,3458,50.04069174225,221.73467871340625,68.0524651243203
82024,Adrenocorticotropic hormone (acth) level,4,4,2015,3445,30.920616406900002,92.136165594,30.920616406900002
95910,"Nerve conduction, 7-8 studies",98,98,3421,3445,120.11560853790816,640.2387332208164,157.80596127181633
J7326,"Hyaluronan or derivative, gel-one, for intra-articular injection, per dose",60,60,2271,3443,733.9543083596667,1749.288315815,923.6062657851667
86704,Hepatitis b core antibody measurement,16,16,3314,3437,11.773058648625,42.8861673791875,11.773058648625
86225,"Measurement of dna antibody, native or double stranded",24,24,2856,3437,13.521193030458333,46.70160185475,13.521193030458333
J1750,"Injection, iron dextran, 50 mg",7,7,165,3430,12.187024973571429,44.310651339,15.577573934714286
75710,Review by radiologist of arm or leg artery image,68,68,2376,3406,80.13541517560294,386.2240122935294,100.27963439741177
95885,"Needle measurement of electrical activity in arm or leg muscles, limited study",77,77,2352,3404,38.97760395237662,163.21174955577922,49.97611528185715
96360,"Infusion into a vein for hydration, 31-60 minutes",76,76,1997,3397,25.99353155773684,166.4144840621053,33.65666672364473
64721,Release and/or relocation of hand nerve,109,109,3008,3383,396.1121181797248,2944.8345641401834,502.2352826926605
74420,Imaging of urinary tract following injection of a contrast agent,105,105,2840,3379,24.206739579285713,175.41756092270475,30.650799791657146
98928,"Osteopathic manipulative treatment, 7-8 body regions",18,18,959,3376,53.82242909605556,170.62104866127777,71.7751937715
83037,"Hemoglobin a1c level, by device for home use",38,38,1852,3375,9.5301850567,31.637636859710526,9.5301850567
G6001,Ultrasonic guidance for placement of radiation therapy fields,6,6,260,3372,127.90047459633332,266.2699526216667,160.71661968333333
82668,Erythropoietin (protein) level,8,8,2879,3361,18.604117154249998,60.731534378875,18.604117154249998
85097,"Bone marrow, smear interpretation",80,80,3210,3342,39.1479906396875,223.871429031325,49.580088621125
86256,Measurement of antibody to noninfectious agent,3,3,2849,3339,11.911070268333333,92.618323719,11.911070268333333
82088,Aldosterone hormone level,4,4,3041,3337,40.25998185275,236.6066154575,40.25998185275
Q4180,"Revita, per square centimeter",1,1,119,3329,217.68373686,301.58197657,272.52212076
92550,Test for eardrum and muscle function,55,55,3262,3325,16.03701186684,71.06552507134546,22.96306241830909
15823,Removal of excessive skin and fat of upper eyelid,63,63,2321,3312,552.4579245684127,2856.2566388111113,699.2524749207937
99345,"New patient home visit, typically 75 minutes",48,48,3297,3298,147.1201955525625,370.23665668374997,196.12440387437502
63047,"Partial removal of spine bone with release of lower spinal cord and/or nerves, 1 segment",131,131,3268,3296,518.4171707610382,4307.516939672595,650.3396623413358
64491,"Injection of upper or middle spine facet joint using imaging guidance, second level",81,81,2148,3290,77.63889808770371,598.1987705309876,98.07215390597531
00910,Anesthesia for other procedure on urinary system through urethra,174,174,3205,3286,71.32260393981035,846.5419413861495,90.48625540088506
01922,Anesthesia for x-ray or radiation therapy,179,179,3246,3281,122.9477350894972,1611.4006816985475,156.06329889731845
77012,Review by radiologist of ct guidance for needle placement,118,118,3175,3265,59.79020959927966,426.40371125076274,76.00777895969492
92002,New patient problem focused exam of visual system,100,100,3230,3230,54.88080677856,152.06617316607,85.28185611775
90471,Administration of vaccine,146,146,3019,3222,10.927797047069863,45.29734928773288,16.090125595946574
J9250,"Methotrexate sodium, 5 mg",4,4,109,3220,0.172025750025,2.43316522575,0.220578699775
92286,Imaging of front third of eye using a special microscope,40,40,2673,3219,26.651311362575,155.0213380942,36.64457482995
82627,Dehydroepiandrosterone (dhea-s) hormone level,15,15,2687,3214,21.8904705686,74.50109656126666,21.8904705686
J9206,"Injection, irinotecan, 20 mg",5,5,61,3214,1.90667463222,130.8,2.38746118254
17261,"Destruction of cancer skin growth of trunk, arms, or legs, 0.6-1.0 cm",96,96,2646,3212,90.34934904978125,304.7880459810104,121.63553611453125
64615,Injection of chemical for paralysis of facial and neck nerve muscles on both sides of face,49,49,1338,3204,106.21956635083673,540.90503144,140.3655054419592
G0108,"Diabetes outpatient self-management training services, individual, per 30 minutes",34,34,1356,3198,40.10089250655882,162.52459100541176,55.0543265162647
10060,Simple or single drainage of skin abscess,103,103,2306,3197,89.49056894550486,217.06098145349515,123.10993589247572
86304,"Immunologic analysis for detection of tumor antigen, quantitative; ca 125",15,15,1613,3196,20.571319532733334,99.602786384,20.571319532733334
51720,Instillation of anti-cancer drug into bladder,54,54,1004,3186,60.66895534048148,331.99409265044443,78.52566512238889
90962,"Dialysis services, 1 physician visit per month (20 years or older)",64,64,1335,3173,158.51905641703127,498.0526306217188,201.0675102115625
01214,Anesthesia for total hip replacement,159,159,3146,3162,202.92105022339624,2508.694313946918,255.67341670503143
78492,Nuclear medicine studies of blood flow in heart muscle at rest and with stress,33,33,3143,3150,983.8174816634848,3323.9230796212123,1233.3912169086364
73100,"X-ray of wrist, 2 views",82,82,2007,3137,17.240470134612195,77.0995705117195,22.974673229947562
97803,"Therapy procedure reassessment for nutrition management, each 15 minutes",32,32,711,3135,27.21468353371875,69.1778801728125,27.21468353371875
99342,"New patient home visit, typically 30 minutes",31,31,3134,3134,53.968553709064516,218.117958906,73.77553322145161
83883,"Nephelometry, test method using light",8,8,1191,3130,13.42137585575,91.6463045175,13.42137585575
73090,"X-ray of forearm, 2 views",133,133,2817,3120,7.009104138147369,47.79101216466165,9.487678971241353
J3357,"Ustekinumab, for subcutaneous injection, 1 mg",2,2,24,3105,128.86128794,571.08,161.496690635
99421,"Online digital evaluation and management service for an established patient for up to 7 days, total time 5-10 minutes",19,19,695,3087,9.702356029515789,39.639522272421054,14.412322508578947
84479,Thyroid hormone evaluation,25,25,2420,3084,6.431630267419999,22.580811928484,6.431630267419999
81162,Gene analysis (breast cancer 1 and 2) of full sequence and analysis for duplication or deletion variants,5,5,3029,3048,1798.6652739,3159.3000895600003,1798.6652739
93040,Electrocardiogram (ecg) 1 to 3 leads with review by physician,16,16,2203,3048,9.63456418721875,55.5005556955625,12.764648608875
82274,"Stool analysis for blood, by fecal hemoglobin determination by immunoassay",60,60,2945,3044,15.644878762816667,49.08388460303333,15.644878762816667
73120,"X-ray of hand, 2 views",71,71,2039,3037,17.507293191202816,79.09900555909859,23.78820577371127
38222,Biopsy and aspiration of bone marrow sample for diagnosis,107,107,2906,3036,81.63784519853272,685.0699967401869,105.43536925081308
00670,Anesthesia for extensive surgery on spine,162,162,2997,3021,320.5280810382099,4060.7739414660496,402.57111320290124
33361,Replacement of aortic valve through the skin and femoral artery,84,84,3010,3016,603.8668468035714,4200.766342078571,756.6959449219047
G0506,Comprehensive assessment of and care planning for patients requiring chronic care management services (list separately in addition to primary monthly care management service),46,46,2688,3009,41.03292011752173,116.97319650941304,55.56804662071739
99426,"Principal care management services for a single high-risk disease, first 30 minutes of clinical staff time directed by health care professional, per calendar month",13,13,787,2992,46.84720879492308,121.39365270853847,61.133167547384616
51797,Insertion of device into abdomen with pressure and urine flow rate study,71,71,2930,2977,132.82976834828168,469.26489531098593,166.72324915611267
86301,"Immunologic analysis for detection of tumor antigen, quantitative; ca 19-9",12,12,1318,2964,20.581938993250002,87.4873842725,20.581938993250002
72192,Ct scan of pelvis without contrast,148,148,2931,2948,42.65301164320946,278.169738215946,56.001969833858105
G0123,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, screening by cytotechnologist under physician supervision",10,10,2946,2946,20.039539572800003,69.13404605470001,20.039539572800003
G0416,"Surgical pathology, gross and microscopic examinations, for prostate needle biopsy, any method",79,79,2885,2937,163.66848307518987,910.0606265308861,208.8481881843038
96130,"Evaluation of psychological test, first hour",35,35,2054,2933,88.7115543938857,251.95185765914283,113.26305885251429
26055,Incision of tendon covering of finger,79,79,2164,2926,263.41909636810124,2474.3163061265823,335.2775281831645
01810,"Anesthesia for procedure on nerves, muscles, tendons, and tissue of forearm, wrist, and hand",148,148,2859,2918,72.32375797233108,928.4840892575,91.97514428066216
64566,Insertion of lower leg neurostimulator electrode,22,22,480,2917,87.46380242622728,380.2689403181819,113.98339355059092
63650,Insertion of spinal neurostimulator electrode array through skin,48,48,1161,2910,1377.33355836,9062.08868424375,1728.5720179829168
77295,3d radiation therapy planning,94,94,2618,2906,233.8646419918085,1456.7938952776597,294.8489192592553
43450,Dilation of esophagus,52,53,2795,2887,88.38709555866038,657.2249404024527,112.0582684304151
88120,"Cell examination of urine, manual",5,5,2207,2883,387.7008627726,1254.917772622,487.2573338006
76857,Limited ultrasound scan of pelvis,76,77,2476,2877,23.913916767974026,162.84272343116885,32.09014729709091
Q5121,"Injection, infliximab-axxq, biosimilar, (avsola), 10 mg",1,1,13,2870,32.929627178,100.0,41.434017422
93976,Ultrasound of abdomen and pelvis artery and vein blood flow,86,86,2656,2861,60.170898138104654,313.1600703950233,79.91438138037209
91312,Coronavirus vaccine 13,67,67,2852,2859,0.009989339019402986,17.568391410228358,0.009989339019402986
88309,"Pathology examination of tissue using a microscope, high complexity",110,110,2583,2851,114.79228787552728,518.7955704749091,145.0460115068182
99491,"Chronic care management services for two or more chronic conditions, first 30 minutes provided personally by health care professional, per calendar month",24,24,1406,2848,59.93690900566667,139.23325509375,79.11210291895833
L8619,"Cochlear implant, external speech processor and controller, integrated system, replacement",1,1,2505,2840,6803.1201232,11886.190141,8544.9472923
11000,"Removal of inflamed or infected skin, up to 10% of body surface",20,20,1323,2835,38.1863512196,126.4312470352,50.776698496099996
11750,Permanent removal fingernail or toenail,100,100,2227,2821,106.31938123395001,374.73591129040005,146.98145729021
87536,"Detection test by nucleic acid for hiv-1 virus, quantification",6,6,1667,2814,83.97834980316667,429.6913699516667,83.97834980316667
95923,Testing of autonomic (sympathetic) nervous system function,36,36,2670,2812,94.58653415197222,306.9386624133333,123.17621750261111
0003A,Adm sarscov2 30mcg/0.3ml 3rd,76,76,2802,2811,39.34297796606579,68.79935129251315,39.34297796606579
96136,"Administration of psychological or neuropsychological test, first 30 minutes",64,64,2693,2803,31.703404643578125,120.66812960759376,40.74289001325
J1627,"Injection, granisetron, extended-release, 0.1 mg",1,1,14,2800,4.7612,12.0,5.9758
73070,"X-ray of elbow, 2 views",92,92,2306,2789,11.363410078741305,57.597250958521734,15.378555610508695
93798,"Outpatient heart rehabilitation with electrocardiogram (ecg) monitoring, quality health care professional services",10,10,519,2767,14.980457857100001,83.8546737206,19.6321409777
